text,favoriteCount,created,id,retweetCount,chars,month,year,day,time,label 
Tickets for future debates should be put out to the general public instead of being given to the lobbyists &amp; special interests - the bosses!,21323,2/14/2016 21:07,6.99E+17,7550,144,2,2016,14,1267,1
Loved the debate last night; and almost everyone said I won; but the RNC did a terrible job of ticket distrbution. All donors &amp; special ints,11297,2/14/2016 20:55,6.99E+17,3305,144,2,2016,14,1255,1
Thank you for your support! TOGETHER we will MAKE AMERICA GREAT AGAIN!   https://t.co/fFN9pisyQ4 https://t.co/VxyuDwZmC9,12728,2/14/2016 17:27,6.99E+17,4900,120,2,2016,14,1047,-1
I will be on Face the Nation with John Dickerson on CBS this morning. Enjoy!,6021,2/14/2016 14:51,6.99E+17,1303,76,2,2016,14,891,-1
Big speech tonight in South Carolina - 7:00 P.M. Tremendous crowd!,7296,2/10/2016 23:49,6.98E+17,1851,66,2,2016,10,1429,1
"So funny; Jeb Bush called me a ""highly gifted politician and a great entertainer"" - I assume that is a compliment!",13799,2/10/2016 15:22,6.97E+17,3713,114,2,2016,10,922,1
Such a great experience in New Hampshire - amazing people! Will be leaving for a big event in South Carolina today.,10552,2/10/2016 13:37,6.97E+17,2585,115,2,2016,10,817,1
Like the worthless @NYDailyNews; looks like @politico will be going out of business. Bad reporting- no money; no cred!,6965,2/10/2016 13:00,6.97E+17,2147,118,2,2016,10,780,-1
Worthless @NYDailyNews; which dopey Mort Zuckerman; is desperately trying to sell; has no buyer! Liabilities are massive!,6147,2/10/2016 12:59,6.97E+17,1878,121,2,2016,10,779,-1
Dopey Mort Zuckerman; owner of the worthless @NYDailyNews; has a major inferiority complex. Paper will close soon!,6359,2/10/2016 12:58,6.97E+17,2005,114,2,2016,10,778,-1
"""@MarkHalperin: My report card grades for the 2 New Hampshire winners: DonaldTrump A: v strong energy/close. BernieSanders B+: went too long",6070,2/10/2016 5:11,6.97E+17,1673,140,2,2016,10,311,1
Thank you to the people of  New Hampshire; I love you! Now; off to South Carolina.,18207,2/10/2016 3:38,6.97E+17,5504,82,2,2016,10,218,1
Thank you; New Hampshire! Departing with my amazing family now! #FITN #NHPrimary  https://t.co/rbFfcq8gQq https://t.co/73aoZk8uMG,14691,2/10/2016 3:38,6.97E+17,4280,129,2,2016,10,218,-1
We will stop heroin and other drugs from coming into New Hampshire from our open southern border. We will build a WALL and have security.,18104,2/9/2016 22:19,6.97E+17,6118,137,2,2016,9,1339,1
We will immediately repeal and replace ObamaCare - and nobody can do that like me. We will save $'s and have much better healthcare!,14714,2/9/2016 22:15,6.97E+17,4960,132,2,2016,9,1335,1
"ISIS is making big threats today - no respect for U.S.A. or our ""leader"" - If I win it will be a very different story;with very fast results",19930,2/9/2016 21:40,6.97E+17,7901,140,2,2016,9,1300,1
New Hampshire vote today -  MAKE AMERICA GREAT AGAIN!,10562,2/9/2016 16:46,6.97E+17,3737,53,2,2016,9,1006,1
You can find your polling locations at:   https://t.co/BmZyKQOZJJ #FITN #NHPrimary #VoteTrumpNH https://t.co/8lREIqhIuN,4997,2/9/2016 15:20,6.97E+17,2004,119,2,2016,9,920,-1
A message to the great people of New Hampshire on this important day! #VoteTrumpNH   Video: https://t.co/7S2f2GSMB8 https://t.co/9WwRWnvqiv,6169,2/9/2016 14:32,6.97E+17,2518,139,2,2016,9,872,-1
Thank you for a great night at the Verizon Wireless Arena- New Hampshire! #VoteTrumpNH  #MakeAmericaGreatAgain #FITN https://t.co/pbt7gDaw7y,6496,2/9/2016 14:21,6.97E+17,2012,140,2,2016,9,861,-1
MAKE AMERICA GREAT AGAIN!,15994,2/9/2016 13:37,6.97E+17,9150,25,2,2016,9,817,1
I will be interviewed on @foxandfriends at 8:40. A.M. Enjoy!,4107,2/9/2016 13:32,6.97E+17,803,60,2,2016,9,812,1
The polls are now showing that I am the best to win the GENERAL ELECTION. States that are never in play for Repubs will be won by me. Great!,11520,2/9/2016 12:23,6.97E+17,3876,140,2,2016,9,743,1
No-one has done more for people with disabilities than me. I have spent many millions of dollars to help out-and am happy to have done so!,8017,2/9/2016 12:16,6.97E+17,2505,138,2,2016,9,736,1
"I know the ""Governors"" and Jeb Bush; who has gone nasty with lies; is by far the weakest of the lot. His family used private eminent domain!",5903,2/9/2016 12:08,6.97E+17,1978,140,2,2016,9,728,1
"Remember @JebBush wants COMMON CORE (education from D.C.) and is very weak on ILLEGAL IMMIGRATION (""come as act of love""). Not a leader!",5828,2/9/2016 12:00,6.97E+17,2106,136,2,2016,9,720,1
Thank you; New Hampshire! #FITN https://t.co/uZItWkqQZa,8459,2/9/2016 4:06,6.97E+17,2688,55,2,2016,9,246,-1
Thank you; New Hampshire!   #FITN #NHPrimary #VoteTrumpNH    Voting questions? https://t.co/BmZyKQOZJJ https://t.co/1tZfqVETrX,6792,2/9/2016 2:20,6.97E+17,2528,126,2,2016,9,140,-1
#VoteTrumpNH #NHPrimary #FITN  https://t.co/p4XCxNkXQO,4976,2/8/2016 22:21,6.97E+17,1901,54,2,2016,8,1341,-1
Now that Bush has wasted $120 million of special interest money on his failed campaign; he says he would end super PACs. Sad!,9053,2/8/2016 19:47,6.97E+17,3507,125,2,2016,8,1187,-1
Today's third stop- Londonderry; New Hampshire! Thank you!  #FITN #VoteTrumpNH https://t.co/pRpcxaZ7ov,5348,2/8/2016 19:43,6.97E+17,1614,102,2,2016,8,1183,-1
"Dr. Ben Carson blasted Ted Cruz for ""deceit and dirty tricks and lies.""",9223,2/3/2016 20:44,6.95E+17,3189,71,2,2016,3,1244,-1
Cruz just lied again- I am; and have been totally against #ObamaCare- repeal and replace!,9746,2/3/2016 20:22,6.95E+17,3567,89,2,2016,3,1222,-1
The State of Iowa should disqualify Ted Cruz from the most recent election on the basis that he cheated- a total fraud!,10999,2/3/2016 19:25,6.95E+17,4250,119,2,2016,3,1165,-1
This was sent out from Ted Cruz- as Iowans arrived at their caucus sites to vote. #CruzFraud https://t.co/tRM7KUCrSU,10230,2/3/2016 19:20,6.95E+17,6285,116,2,2016,3,1160,-1
I will be interviewed on @greta at 7:00 P.M. Enjoy! @FoxNews,5065,2/3/2016 19:09,6.95E+17,1540,60,2,2016,3,1149,1
Based on the fraud committed by Senator Ted Cruz during the Iowa Caucus; either a new election should take place or Cruz results nullified.,17466,2/3/2016 14:28,6.95E+17,7710,139,2,2016,3,868,1
"And finally; Cruz strongly told thousands of caucusgoers (voters) that Trump was strongly in favor of ObamaCare and ""choice"" - a total lie!",9300,2/3/2016 14:21,6.95E+17,3756,139,2,2016,3,861,1
The Voter Violation certificate gave poor marks to the unsuspecting voter(grade of F) and told them to clear it up by voting for Cruz. Fraud,7814,2/3/2016 14:10,6.95E+17,3355,140,2,2016,3,850,1
Many people voted for Cruz over Carson because of this Cruz fraud. Also; Cruz sent out a VOTER VIOLATION certificate to thousands of voters.,8318,2/3/2016 14:07,6.95E+17,3727,140,2,2016,3,847,1
During primetime of the Iowa Caucus; Cruz put out a release that @RealBenCarson was quitting the race; and to caucus (or vote) for Cruz.,7065,2/3/2016 13:56,6.95E+17,3412,136,2,2016,3,836,1
Ted Cruz didn't win Iowa; he stole it. That is why all of the polls were so wrong and why he got far more votes than anticipated. Bad!,14019,2/3/2016 13:47,6.95E+17,6635,134,2,2016,3,827,1
Great job on @donlemon tonight @kayleighmcenany  @cherijacobus begged us for a job. We said no and she went hostile. A real dummy! @CNN,5368,2/3/2016 5:12,6.95E+17,1658,135,2,2016,3,312,1
On my way to New Hampshire- expecting a big and spirited crowd!   #FITN #Trump2016   https://t.co/oUg1ErD0j7 https://t.co/9Hb7JO3wrZ,15723,2/2/2016 22:23,6.95E+17,4062,132,2,2016,2,1343,-1
"""@HaloOneForTrump: @foxnews takes #YUGE hit on advertising revenues by screwing with @realDonaldTrump ROFL! https://t.co/ndyHNiUdks""",2582,1/28/2016 11:39,6.93E+17,835,132,1,2016,28,699,1
"""@Davejager1: @creta_r 9 pm channel 70 CNN I will be watching Trump tonight. Want to have a person in the White House that takes no BS.""",4072,1/28/2016 11:38,6.93E+17,1274,136,1,2016,28,698,1
"""@HenryOray: @CNNPolitics @tedcruz @realDonaldTrump is fighting corruption. Big donors took over Cruz. No to Donors""",3047,1/28/2016 11:37,6.93E+17,950,116,1,2016,28,697,1
"""@gene70: @FireFlyFury @megynkelly @realDonaldTrump And this is the bimbo that's asking presidential questions? https://t.co/oU1uUGnuWb""",11460,1/28/2016 11:36,6.93E+17,5615,136,1,2016,28,696,1
"""@splashpoint50: @realDonaldTrump Our ReTrumplican Trump support group of 9500 members say 97% will not watch the debate tonight!""",4375,1/28/2016 11:34,6.93E+17,1328,130,1,2016,28,694,1
"""@creta_r: @realDonaldTrump Looking forward to watching Donald Trump rally Thursday night on CNN!!""",6439,1/28/2016 4:26,6.93E+17,2099,99,1,2016,28,266,1
#Trump2016 #IACaucus Finder:  https://t.co/ANvTcZqfOq https://t.co/thNiQh0nY6,3885,1/28/2016 4:04,6.93E+17,1379,77,1,2016,28,244,-1
On Greta; 87% of the people said they would not watch the debate if I'm not in it. Wow- what an honor!,12543,1/28/2016 3:41,6.93E+17,4123,102,1,2016,28,221,-1
FOX debate advertising rates falling like a rock! Tune into my special event for the Veterans at 9pm EST!,11026,1/28/2016 3:34,6.93E+17,4143,105,1,2016,28,214,-1
Thank you- Lexington; South Carolina!  #Trump2016 #MakeAmericaGreatAgain  https://t.co/jaiRNIyYGL https://t.co/upAo2eDDVB,5918,1/28/2016 3:00,6.93E+17,1909,121,1,2016,28,180,-1
It was the childishly written &amp; taunting PR statement by Fox that made me not do the debate; more so than lightweight reporter; @megynkelly.,14107,1/27/2016 22:49,6.92E+17,5022,144,1,2016,27,1369,-1
I will be interviewed on @oreillyfactor tonight at 8:00 P.M. (Eastern). Enjoy!,7277,1/27/2016 22:00,6.92E+17,2031,78,1,2016,27,1320,1
I am self funding my campaign so I do not owe anything to lobbyists &amp; special interests. https://t.co/QYcedgsoV3 https://t.co/5f7zFDiVsN,13385,1/27/2016 21:21,6.92E+17,4696,140,1,2016,27,1281,-1
Even though I beat him in the first six debates; especially the last one; Ted Cruz wants to debate me again. Can we do it in Canada?,20591,1/27/2016 19:33,6.92E+17,7505,132,1,2016,27,1173,1
Just got to listen to Rush Limbaugh - the guy is fantastic!,8621,1/27/2016 19:01,6.92E+17,2464,59,1,2016,27,1141,1
The statement put out yesterday by @FoxNews was a disgrace to good broadcasting and journalism. Who would ever say something so nasty &amp; dumb,15320,1/27/2016 13:02,6.92E+17,4968,144,1,2016,27,782,1
.@AnnCoulter has been amazing. We will win and establish strong borders; we will build a WALL and Mexico will pay. We will be great again!,6255,1/23/2016 14:45,6.91E+17,2247,138,1,2016,23,885,1
I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump   https://t.co/tykxcT5ZtG https://t.co/oc480lwVQg,7993,1/23/2016 13:57,6.91E+17,2959,139,1,2016,23,837,-1
"""@noamscheiber: Dow down almost 2000 pts since start of year; but still outperforming Wall Street's investment in Jeb. JEB wants Common Core",3239,1/23/2016 13:35,6.91E+17,1071,140,1,2016,23,815,1
"""@LukeBrinker: One year from today. https://t.co/TcN6Z3XwyU""",7532,1/23/2016 13:32,6.91E+17,3292,60,1,2016,23,812,1
I am in Iowa. Will be making two speeches today. Good luck to all of the great folks on the East coast. Enjoy the beauty of the storm!,5375,1/23/2016 13:29,6.91E+17,1323,134,1,2016,23,809,1
"""@TheSouthwasRite: @NRO cancelling my subscription- you people are idiots. @realDonaldTrump WILL be our next President. #Trump2016 #RNC""",3365,1/23/2016 13:12,6.91E+17,1083,136,1,2016,23,792,1
A wonderful article by a writer who truly gets it. I am for the people and the people are for me. #Trump2016   https://t.co/6rh849dlYZ,5537,1/23/2016 3:08,6.91E+17,2327,134,1,2016,23,188,-1
Is Cruz honest? He is in bed w/ Wall St. &amp; is funded by Goldman Sachs/Citi; low interest loans. No legal disclosure &amp; never sold off assets.,5398,1/23/2016 2:08,6.91E+17,2081,148,1,2016,23,128,-1
Cruz did not renounce his Canadian citizenship as a US Senator- only when he started to run for #POTUS. He could be Canadian Prime Minister.,5971,1/23/2016 2:04,6.91E+17,2301,140,1,2016,23,124,-1
Cruz says I supported TARP; which gave $25 million to Goldman Sachs; the bank which loaned him the money he didn't disclose. Puppet!,5901,1/23/2016 1:34,6.91E+17,2047,132,1,2016,23,94,-1
The only reason irrelevant @GlennBeck doesn't like me is I refused to do his failing show - asked many times. Very few listeners - sad!,5832,1/23/2016 1:33,6.91E+17,2008,135,1,2016,23,93,-1
.@BrentBozell; one of the National Review lightweights; came to my office begging for money like a dog. Why doesn't he say that?,4804,1/23/2016 1:32,6.91E+17,2034,128,1,2016,23,92,-1
Wow! Ted Cruz received $487K in campaign contributions; $11M from a NY hedge fund mogul; &amp; $1M low int. loan from Goldman Sachs. Hypocrite,8037,1/16/2016 19:32,6.88E+17,3938,142,1,2016,16,1172,-1
Departing NH now- great morning with record crowd in Portsmouth- in a snow storm! Thank you! https://t.co/m98wooUwsG https://t.co/izBMhEZolh,6151,1/16/2016 18:31,6.88E+17,1892,140,1,2016,16,1111,-1
Greatly dishonest of @TedCruz to file a financial disclosure form &amp; not list his lending banks- then pretend he is going to clean up Wall St,6172,1/16/2016 18:26,6.88E+17,2594,144,1,2016,16,1106,-1
When will @TedCruz give all the New York based campaign contributions back to the special interests that control him.,5368,1/16/2016 18:23,6.88E+17,2115,117,1,2016,16,1103,-1
Everybody that loves the people of New York; and all they have been thru; should get hypocrites like Ted Cruz out of politics!,5792,1/16/2016 18:22,6.88E+17,2151,126,1,2016,16,1102,-1
If Ted Cruz is so opposed to gay marriage; why did he accept money from people who espouse gay marriage?,5931,1/16/2016 18:21,6.88E+17,2436,104,1,2016,16,1101,-1
Ted is the ultimate hypocrite. Says one thing for money; does another for votes.   https://t.co/hxdfy0mjVw,5555,1/16/2016 16:11,6.88E+17,2826,106,1,2016,16,971,-1
Great new numbers. Thank you!   #MakeAmericaGreatAgain #Trump2016  https://t.co/Z1lQdxQvRL https://t.co/GFYNUWWCYn,8788,1/16/2016 13:42,6.88E+17,3602,114,1,2016,16,822,-1
Ted Cruz purposely; and illegally; did not list on his personal disclosure form personally guaranteed loans from banks. They own him!,5757,1/16/2016 13:31,6.88E+17,2327,133,1,2016,16,811,1
#FoxNews Poll - THANK YOU!  #MakeAmericaGreatAgain #Trump2016 https://t.co/dKuyzLRTZ3,5793,1/8/2016 23:12,6.86E+17,2448,85,1,2016,8,1392,-1
#MakeAmericaGreatAgain #Trump2016 https://t.co/3HmclWL9GT,6311,1/8/2016 22:36,6.86E+17,2585,57,1,2016,8,1356,-1
Love seeing union &amp; non-union members alike are defecting to Trump. I will create jobs like no one else. Their #Dem leaders can? compete!,7280,1/8/2016 22:09,6.86E+17,2666,141,1,2016,8,1329,-1
I hope all workers demand that their @Teamsters reps endorse Donald J. Trump. Nobody knows jobs like I do! Don? let them sell you out!,5997,1/8/2016 22:03,6.86E+17,2184,134,1,2016,8,1323,-1
On my way to South Carolina. Big Crowd--- look forward to it!,5088,1/8/2016 21:20,6.86E+17,1296,61,1,2016,8,1280,-1
Hank Greenberg; formerly of AIG; gave $10 million to the @JebBush campaign 3 months ago. He is not happy; a total waste of money!,5439,1/8/2016 15:57,6.85E+17,1993,129,1,2016,8,957,1
"""@sprinklermanus: @CNN @realDonaldTrump they're spending millions but you're still going to win - go Donald Trump""",3377,1/1/2016 21:29,6.83E+17,937,114,1,2016,1,1289,1
"""@jallenaip: Hillary said she was in a ""Fog of War"" as explanation for the lies about Benghazi. No fog allowed in WH. Vote Trump POTUS!""",7578,1/1/2016 6:08,6.83E+17,2750,136,1,2016,1,368,1
Happy New Year from #MarALago! Thank you to my great family for all of their support. https://t.co/6UsqSiaaj7,8349,1/1/2016 6:07,6.83E+17,1961,109,1,2016,1,367,-1
#HappyNewYearAmerica! https://t.co/EeQb8PDrUe,9248,1/1/2016 5:18,6.83E+17,3482,45,1,2016,1,318,-1
HAPPY NEW YEAR &amp; THANK YOU! https://t.co/YO1Yi8QbZy https://t.co/uxUXWJ1Rbv,8611,1/1/2016 3:25,6.83E+17,3510,79,1,2016,1,205,-1
The Phoenix V.A.; it has just been reported; is in worse shape than ever before. The wait is horrendous; and people are dying. I will fix it,8129,12/26/2015 13:00,6.81E+17,2889,140,12,2015,26,780,1
The same people that said I wouldn't run; or that I wouldn't lead or do well (1st place and leading by 21%); now say I won't beat Hillary.,12774,12/25/2015 21:49,6.81E+17,5081,138,12,2015,25,1309,1
.@chucktodd is so dishonest in his reporting...and to think he was going off the air until I came along-no ratings. I will beat Hillary!,6174,12/25/2015 21:42,6.81E+17,1707,136,12,2015,25,1302,1
@CNN just announced that TRUMP was #1 story of 2015. Totally meaningless; however; if we don't WIN IT ALL and Make America Great Again!,3172,12/25/2015 21:11,6.80E+17,1365,135,12,2015,25,1271,1
"""@deedeegop: Thank u Mr. Trump; I look forward to when u are elected next President of the United States #MakeAmericaGreatAgain. So nice!",4236,12/25/2015 20:55,6.80E+17,1060,137,12,2015,25,1255,1
"""@constant4change: Trump tops Dem candidates on Google before Dem debate https://t.co/vLi1g2Ry7z""",2590,12/20/2015 8:21,6.78E+17,990,97,12,2015,20,501,1
"""@autumnandews08: @realDonaldTrump @jonkarl Hillary is so worried because she knows you will take her out! #TrumpRocksAmerica""",3550,12/20/2015 5:25,6.78E+17,1146,126,12,2015,20,325,1
"""@DomineekSmith: @realDonaldTrump is the best Republican presidential candidate of all time.""  Thank you.",3719,12/20/2015 5:11,6.78E+17,1151,105,12,2015,20,311,1
Another great accolade for @TrumpGolf. Highly respected Golf Odyssey- awarded @TrumpDoral Blue Monster with best redesign. Thank you!,2304,12/14/2015 21:11,6.77E+17,713,133,12,2015,14,1271,-1
Record of Health: https://t.co/ZDDDawwYVl  #MakeAmericaGreatAgain #Trump2016,2599,12/14/2015 20:09,6.76E+17,952,76,12,2015,14,1209,-1
